PMJ;S/N;gmag;Teff;e_Teff;logg;e_logg;Type;Teff(3D);e_Teff(3D);logg(3D);e_logg(3D);Mass;e_Mass
5649-55912-0467;  2;22.02; 10464;  433; 8.584; 0.212;DA                ; 10422;  433; 8.310; 0.210; 0.787; 0.1300
5649-55912-0400;  1;22.21; 12628; 1528; 9.380; 0.400;DA                ; 12862; 1528; 9.190; 0.400; 1.237; 0.1360
5649-55912-0384;  2;21.95; 10235;  353; 8.377; 0.352;DA                ; 10190;  353; 8.100; 0.350; 0.657; 0.1900
5649-55912-0584;  1;22.20; 11045;  636; 7.932; 0.429;DA                ; 11136;  636; 7.740; 0.430; 0.490; 0.1800
5649-55912-0618;  5;20.92; 10133;  173; 8.861; 0.197;DA                ; 10090;  173; 8.580; 0.200; 0.955; 0.1140
4296-55499-0839;  2;22.05; 14136; 2541; 8.595; 0.246;DA                ; 14568; 2541; 8.550; 0.250; 0.940; 0.1400
4277-55506-0994;  5;20.82; 11484;  456; 8.191; 0.164;DA                ; 11649;  456; 8.010; 0.160; 0.610; 0.0850
4296-55499-0168;  4;21.39; 10402;  226; 8.552; 0.195;DA                ; 10359;  226; 8.270; 0.200; 0.762; 0.1230
5649-55912-0688;  2;22.34; 10779;  468; 8.638; 0.444;DA                ; 10766;  468; 8.390; 0.440; 0.836; 0.2530
5649-55912-0310;  2;21.93; 11201;  126; 7.785; 0.384;DA                ; 11299;  126; 7.620; 0.380; 0.442; 0.1420
5649-55912-0296;  2;21.99; 11429;  780; 8.209; 0.297;DA                ; 11581;  780; 8.020; 0.300; 0.615; 0.1530
4217-55478-0326; 12;20.25; 13635;  261; 7.998; 0.068;DA                ; 14141;  261; 7.980; 0.070; 0.599; 0.0360
4298-55511-0594;  2;21.57; 11932; 1097; 8.593; 0.275;DA                ; 12118; 1097; 8.400; 0.280; 0.844; 0.1660
4534-55863-0066; 21;19.22; 10326;   40; 8.303; 0.004;DA                ; 10285;   40; 8.030; 0.000; 0.617; 0.0000
4365-55539-0750;  6;20.47; 10423;  144; 8.019; 0.143;DA                ; 10389;  144; 7.760; 0.140; 0.497; 0.0550
5649-55912-0022;  4;21.12; 10072;  217; 8.160; 0.208;DA                ; 10026;  217; 7.890; 0.210; 0.542; 0.0970
4300-55528-0488;  3;21.38; 11742;  607; 7.728; 0.337;DA                ; 11934;  607; 7.640; 0.340; 0.453; 0.1260
4299-55827-0686;  4;20.95; 14868; 1214; 8.260; 0.170;DA                ; 14868; 1214; 8.260; 0.170; 0.762; 0.1010
4299-55827-0726;  5;20.71; 10729;  166; 8.360; 0.077;DA                ; 10725;  166; 8.100; 0.080; 0.658; 0.0460
4300-55528-0572;  3;21.29; 10429;  281; 8.649; 0.261;DA                ; 10386;  281; 8.380; 0.260; 0.829; 0.1590
4417-55829-0678; 35;17.44; 14175;  150; 8.374; 0.002;DA                ; 14469;  150; 8.350; 0.000; 0.815; 0.0000
4538-55860-0284;  6;20.68; 11260;  201; 8.000; 0.107;DA                ; 11397;  201; 7.820; 0.110; 0.523; 0.0440
4367-55566-0750;  2;21.60; 11222;  815; 8.850; 0.390;DA                ; 11255;  815; 8.630; 0.390; 0.983; 0.2160
4539-55865-0316;  8;20.49; 10187;  100; 8.593; 0.011;DA                ; 10140;  100; 8.310; 0.010; 0.786; 0.0050
5656-55940-0484;  3;21.51; 11790;  410; 9.015; 0.223;DA                ; 11847;  410; 8.800; 0.220; 1.069; 0.1090
4368-55559-0792;  2;21.73; 10891;  401; 7.865; 0.412;DA                ; 10946;  401; 7.660; 0.410; 0.457; 0.1590
5656-55940-0566;  3;21.37; 10173;  293; 8.476; 0.245;DA                ; 10125;  293; 8.190; 0.240; 0.709; 0.1430
4303-55508-0448;  2;21.89; 10627;  446; 8.392; 0.422;DA                ; 10606;  446; 8.120; 0.420; 0.669; 0.2280
4304-55506-0520;  3;20.99; 11033;  350; 8.540; 0.280;DA                ; 11054;  350; 8.300; 0.280; 0.782; 0.1700
5656-55940-0774;  9;20.31; 14310;  313; 7.661; 0.073;DA                ; 14310;  313; 7.660; 0.070; 0.470; 0.0260
4222-55444-0636;  6;20.95; 13380;  798; 8.061; 0.112;DA                ; 14021;  798; 8.020; 0.110; 0.620; 0.0570
4303-55508-0936;  3;21.75; 10162;  309; 8.277; 0.318;DA                ; 10117;  309; 8.000; 0.320; 0.601; 0.1650
4304-55506-0256;  6;20.56; 10344;  140; 8.043; 0.123;DA                ; 10308;  140; 7.780; 0.120; 0.506; 0.0460
4542-55833-0244;  4;21.13; 10383;  193; 8.590; 0.225;DA                ; 10340;  193; 8.310; 0.230; 0.787; 0.1420
4305-55509-0376;  3;21.63; 11991;  881; 8.432; 0.217;DA                ; 12209;  881; 8.260; 0.220; 0.757; 0.1320
4370-55534-0174;  3;21.60; 10974;  335; 8.505; 0.197;DA                ; 10985;  335; 8.250; 0.200; 0.747; 0.1220
4308-55565-0474;  4;21.07; 11263;  513; 8.322; 0.199;DA                ; 11366;  513; 8.110; 0.200; 0.665; 0.1150
4420-55883-0043;  6;20.67; 10512;  164; 8.300; 0.151;DA                ; 10478;  164; 8.020; 0.150; 0.612; 0.0820
4307-55531-0858;  7;20.43; 11729;  307; 8.307; 0.104;DA                ; 11913;  307; 8.130; 0.100; 0.677; 0.0560
5701-55949-0454;  8;19.88; 10141;  102; 8.447; 0.104;DA                ; 10093;  102; 8.170; 0.100; 0.698; 0.0610
5701-55949-0732;  3;21.55; 10918;  343; 8.674; 0.335;DA                ; 10918;  343; 8.430; 0.340; 0.861; 0.1990
5701-55949-0776;  2;21.92; 10364;  399; 7.188; 0.627;DA                ; 10299;  399; 6.960; 0.630; 0.249; 0.1730
5124-55894-0649;  7;20.38; 11189;  223; 8.418; 0.106;DA                ; 11263;  223; 8.190; 0.110; 0.710; 0.0670
4423-55889-0504; 63;15.90; 14456;   60; 8.543; 0.001;DA                ; 14549;   60; 8.530; 0.000; 0.927; 0.0000
5701-55949-0116;  1;22.08; 11201;  874; 9.387; 0.411;DA                ; 11215;  874; 9.170; 0.410; 1.229; 0.1440
5132-55858-0476;  2;22.01; 11751;  748; 8.610; 0.400;DA                ; 11908;  748; 8.410; 0.400; 0.850; 0.2310
5124-55894-0192;  1;22.08; 11789; 1081; 8.100; 0.420;DA                ; 11977; 1081; 7.960; 0.420; 0.584; 0.2060
3735-55209-0862;  6;20.86; 10181;  153; 8.230; 0.185;DA                ; 10137;  153; 7.960; 0.180; 0.579; 0.0870
3736-55214-0678;  5;20.58; 10167;  196; 8.489; 0.188;DA                ; 10119;  196; 8.210; 0.190; 0.718; 0.1150
4309-55528-0864;  3;21.33; 13504; 1595; 8.004; 0.163;DA                ; 14193; 1595; 7.970; 0.160; 0.594; 0.0770
3736-55214-0724;  2;21.41; 10156;  343; 8.877; 0.335;DA                ; 10113;  343; 8.600; 0.340; 0.967; 0.1920
5125-55863-0678;  2;21.27; 10056;  412; 7.558; 0.465;DA                ; 10027;  412; 7.300; 0.470; 0.326; 0.1360
5125-55863-0342;  5;21.47; 10084;  149; 8.271; 0.159;DA                ; 10037;  149; 8.000; 0.160; 0.600; 0.0840
4309-55528-0970;  3;21.30; 10546;  278; 8.774; 0.232;DA                ; 10506;  278; 8.530; 0.230; 0.924; 0.1320
5125-55863-0724;  2;22.10; 10279;  328; 8.960; 0.291;DA                ; 10235;  328; 8.700; 0.290; 1.014; 0.1560
5132-55858-0784;  7;20.43; 12008;   96; 8.600; 0.085;DA                ; 12202;   96; 8.410; 0.090; 0.850; 0.0560
5125-55863-0794;  3;21.91; 10264;  281; 8.277; 0.260;DA                ; 10222;  281; 8.000; 0.260; 0.601; 0.1330
4312-55511-0432;  6;20.75; 10368;  156; 8.448; 0.126;DA                ; 10326;  156; 8.160; 0.130; 0.692; 0.0790
2060-53388-0320;  2;19.95; 14199; 2280; 8.698; 0.148;DA                ; 14587; 2280; 8.660; 0.150; 0.998; 0.0780
5133-55860-0382;  1;22.15; 10702; 3036; 6.777; 0.142;DA                ; 10613; 3036; 6.680; 0.140; 0.201; 0.0110
4227-55481-0612;  3;21.58; 11729;  531; 8.643; 0.236;DA                ; 11874;  531; 8.440; 0.240; 0.869; 0.1440
5699-55953-0830;  1;21.62; 12580; 1378; 8.351; 0.533;DA                ; 12898; 1378; 8.230; 0.530; 0.736; 0.2810
5125-55863-0054;  5;20.91; 10222;  162; 8.427; 0.143;DA                ; 10176;  162; 8.150; 0.140; 0.686; 0.0840
5138-55830-0661;  4;21.38; 11361; 1094; 7.024; 0.129;DA                ; 11404; 1094; 7.080; 0.130; 0.276; 0.0240
5126-55923-0762;  2;21.64; 10416;  370; 7.364; 0.092;DA                ; 10379;  370; 7.130; 0.090; 0.283; 0.0190
5138-55830-0740; 19;19.10; 12862;  246; 8.445; 0.041;DA                ; 13176;  246; 8.330; 0.040; 0.802; 0.0230
5138-55830-0282;  2;21.55; 11618;  977; 7.872; 0.293;DA                ; 11790;  977; 7.740; 0.290; 0.493; 0.1170
5139-55866-0268; 32;18.94; 10655;   29; 8.430; 0.014;DA                ; 10636;   29; 8.160; 0.010; 0.693; 0.0060
4228-55484-0692;  4;21.21; 11042;  290; 8.458; 0.192;DA                ; 11073;  290; 8.220; 0.190; 0.725; 0.1140
4228-55484-0273; 29;18.58; 10447;   29; 8.417; 0.027;DA                ; 10407;   29; 8.130; 0.030; 0.674; 0.0170
5135-55862-0412;  3;21.43; 10743;  297; 8.191; 0.244;DA                ; 10755;  297; 7.950; 0.240; 0.576; 0.1160
4352-55533-0436;  4;20.93; 10194;  204; 8.494; 0.180;DA                ; 10147;  204; 8.210; 0.180; 0.718; 0.1090
5115-55885-0370;  4;21.46; 10939;  144; 9.091; 0.208;DA                ; 10932;  144; 8.890; 0.210; 1.114; 0.1000
5136-55836-0390;  1;22.31; 11923;  829; 8.706; 0.412;DA                ; 12075;  829; 8.510; 0.410; 0.913; 0.2330
4352-55533-0738;  3;21.46; 10776;  373; 8.230; 0.260;DA                ; 10790;  373; 7.990; 0.260; 0.597; 0.1300
5115-55885-0199;  8;20.36; 10972;  141; 8.405; 0.081;DA                ; 10997;  141; 8.160; 0.080; 0.693; 0.0460
5127-55889-0730;  4;21.03; 10674;  188; 7.991; 0.224;DA                ; 10685;  188; 7.750; 0.220; 0.493; 0.0910
5127-55889-0284;  4;21.17; 10402;  217; 8.765; 0.179;DA                ; 10358;  217; 8.500; 0.180; 0.905; 0.1060
4229-55501-0800;  2;22.05; 11194;  406; 8.174; 0.449;DA                ; 11298;  406; 7.970; 0.450; 0.587; 0.2260
5135-55862-0953;  1;21.71; 13474; 2309; 8.418; 0.429;DA                ; 13996; 2309; 8.340; 0.430; 0.809; 0.2410
4229-55501-0102; 10;20.24; 11592;   62; 8.215; 0.109;DA                ; 11766;   62; 8.040; 0.110; 0.626; 0.0600
5137-55833-0290;  6;20.76; 11695;  349; 8.637; 0.109;DA                ; 11838;  349; 8.430; 0.110; 0.863; 0.0680
4422-55533-0620;  2;21.95; 10591;  397; 8.767; 0.327;DA                ; 10556;  397; 8.520; 0.330; 0.918; 0.1920
4274-55508-0447;  2;22.06; 11854; 2181; 7.484; 0.453;DA                ; 12099; 2181; 7.450; 0.450; 0.381; 0.1410
4310-55508-0031;  3;21.66; 12399; 1123; 8.940; 0.213;DA                ; 12587; 1123; 8.750; 0.210; 1.041; 0.1070
5695-55978-0442;  2;21.80; 10063;  440; 8.678; 0.546;DA                ; 10016;  440; 8.390; 0.550; 0.835; 0.3070
5129-55864-0742;  7;20.80; 11375;  217; 8.642; 0.120;DA                ; 11465;  217; 8.420; 0.120; 0.856; 0.0740
5695-55978-0584;  2;20.90; 12566; 1999; 7.379; 0.476;DA                ; 12861; 1999; 7.400; 0.480; 0.370; 0.1430
5137-55833-0929;  2;21.90; 10508;  476; 9.068; 0.209;DA                ; 10461;  476; 8.850; 0.210; 1.094; 0.1010
5116-55857-0216;  2;21.90; 10259;  472; 7.780; 0.427;DA                ; 10229;  472; 7.530; 0.430; 0.400; 0.1500
5116-55857-0173;  2;21.76; 13208; 1589; 8.460; 0.310;DA                ; 13606; 1589; 8.360; 0.310; 0.820; 0.1810
5695-55978-0269; 13;19.74; 12269;  249; 8.092; 0.069;DA                ; 12547;  249; 7.980; 0.070; 0.596; 0.0370
5695-55978-0742;  1;21.70; 11269; 3489; 6.614; 0.809;DA                ; 11286; 3489; 6.680; 0.810; 0.202; 0.1710
4350-55556-0536;  5;20.56; 11438;  409; 8.616; 0.150;DA                ; 11546;  409; 8.400; 0.150; 0.843; 0.0940
4274-55508-0212;  2;22.13; 10675;  513; 8.721; 0.349;DA                ; 10649;  513; 8.470; 0.350; 0.887; 0.2040
5122-55841-0450;  2;21.90; 11494;  983; 8.260; 0.570;DA                ; 11656;  983; 8.070; 0.570; 0.643; 0.2930
4549-55556-0196; 27;18.72; 14212;  107; 8.151; 0.028;DA                ; 14317;  107; 8.140; 0.030; 0.687; 0.0180
5122-55841-0565;  3;21.35; 10357;  284; 7.990; 0.305;DA                ; 10322;  284; 7.730; 0.300; 0.483; 0.1250
4545-55567-0464;  3;21.80; 10454;  253; 9.435; 0.242;DA                ; 10407;  253; 9.210; 0.240; 1.242; 0.0760
5122-55841-0385;  1;22.00; 10365;  509; 8.755; 0.496;DA                ; 10321;  509; 8.490; 0.500; 0.898; 0.2820
4549-55556-0970;  4;21.07; 10758;  213; 8.300; 0.196;DA                ; 10763;  213; 8.050; 0.200; 0.630; 0.1100
5121-55856-0224;  2;21.77; 11400;  517; 8.937; 0.257;DA                ; 11441;  517; 8.710; 0.260; 1.020; 0.1380
5130-55835-0152;  2;21.72; 10362;  337; 8.170; 0.340;DA                ; 10324;  337; 7.900; 0.340; 0.548; 0.1620
5130-55835-0848;  4;21.20; 10536;  191; 8.105; 0.256;DA                ; 10511;  191; 7.850; 0.260; 0.525; 0.1180
5109-55892-0091; 23;18.84; 12487;  127; 8.296; 0.033;DA                ; 12800;  127; 8.180; 0.030; 0.708; 0.0150
4275-55501-0978;  2;21.91; 10815; 1594; 6.570; 0.450;DA                ; 10739; 1594; 6.520; 0.450; 0.181; 0.0580
5121-55856-0892;  3;21.47; 10178;  267; 8.368; 0.280;DA                ; 10132;  267; 8.090; 0.280; 0.651; 0.1500
5122-55841-0144;  3;21.28; 10171;  250; 8.737; 0.219;DA                ; 10126;  250; 8.460; 0.220; 0.880; 0.1330
5108-55888-0706;  2;21.73; 10661;  664; 8.156; 0.451;DA                ; 10659;  664; 7.910; 0.450; 0.554; 0.2180
5696-55946-0726;  4;21.48; 10476;  229; 8.666; 0.184;DA                ; 10433;  229; 8.400; 0.180; 0.842; 0.1150
4657-55591-0517;  5;20.84; 10349;  166; 8.230; 0.198;DA                ; 10310;  166; 7.960; 0.200; 0.580; 0.0970
5117-55925-0653;  3;21.55; 11390;   56; 7.930; 0.284;DA                ; 11539;   56; 7.770; 0.280; 0.506; 0.1200
5123-55841-0280;  4;20.95; 11385;  448; 8.235; 0.166;DA                ; 11525;  448; 8.040; 0.170; 0.626; 0.0910
5123-55841-0226;  2;21.38; 11399;  458; 8.284; 0.269;DA                ; 11538;  458; 8.080; 0.270; 0.648; 0.1440
5118-55830-0606;  2;21.68; 10703;  348; 9.059; 0.328;DA                ; 10674;  348; 8.850; 0.330; 1.094; 0.1570
5696-55946-0144;  2;21.89; 10134;  505; 8.936; 0.374;DA                ; 10092;  505; 8.650; 0.370; 0.991; 0.2010
5118-55830-0372;  2;21.90; 10328;  313; 7.928; 0.362;DA                ; 10295;  313; 7.670; 0.360; 0.458; 0.1420
5118-55830-0338;  4;21.34; 11078;  229; 8.875; 0.177;DA                ; 11090;  229; 8.660; 0.180; 0.996; 0.0980
5112-55895-0876;  2;21.53; 13184;  808; 8.619; 0.267;DA                ; 13534;  808; 8.510; 0.270; 0.914; 0.1560
5112-55895-0158;  2;21.95; 11567;  935; 9.242; 0.310;DA                ; 11609;  935; 9.010; 0.310; 1.169; 0.1290
5112-55895-0140; 27;18.53; 11101;   42; 8.805; 0.018;DA                ; 11121;   42; 8.580; 0.020; 0.955; 0.0120
5111-55840-0678;  6;20.90; 11276;  119; 8.177; 0.132;DA                ; 11397;  119; 7.980; 0.130; 0.593; 0.0690
5697-55944-0362;  3;21.59; 10747;  466; 7.591; 0.334;DA                ; 10767;  466; 7.390; 0.330; 0.356; 0.1030
4530-55564-0215;  5;21.12; 10330;  154; 8.170; 0.173;DA                ; 10291;  154; 7.900; 0.170; 0.548; 0.0780
4657-55591-0241; 15;19.03; 11151;   79; 8.413; 0.038;DA                ; 11216;   79; 8.180; 0.040; 0.706; 0.0220
4403-55536-0952;  5;21.17; 11844;  394; 8.312; 0.161;DA                ; 12039;  394; 8.150; 0.160; 0.689; 0.0940
5697-55944-0330;  5;20.94; 10592;  202; 8.698; 0.150;DA                ; 10558;  202; 8.440; 0.150; 0.868; 0.0920
5106-55833-0520;  3;21.21; 11481;  442; 9.227; 0.258;DA                ; 11517;  442; 8.990; 0.260; 1.161; 0.1120
5697-55944-0300;  2;21.85; 11370;  169; 8.575; 0.352;DA                ; 11470;  169; 8.350; 0.350; 0.811; 0.2050
4403-55536-0016;  2;21.48; 10507;  308; 7.849; 0.261;DA                ; 10484;  308; 7.600; 0.260; 0.430; 0.0930
5111-55840-0180;  4;21.26; 10435;  234; 7.537; 0.224;DA                ; 10422;  234; 7.290; 0.220; 0.326; 0.0600
5119-55836-0654;  2;21.85; 11457; 1053; 8.708; 0.297;DA                ; 11551; 1053; 8.480; 0.300; 0.893; 0.1750
5110-55913-0460;  4;21.11; 10686;  203; 8.407; 0.229;DA                ; 10672;  203; 8.140; 0.230; 0.681; 0.1340
4268-55483-0558;  2;21.92; 11652;  847; 7.985; 0.482;DA                ; 11835;  847; 7.840; 0.480; 0.525; 0.2180
5110-55913-0388;  3;21.41; 10156;  247; 8.970; 0.250;DA                ; 10114;  247; 8.690; 0.250; 1.009; 0.1350
5106-55833-0650;  6;20.80; 10050;  138; 7.849; 0.180;DA                ; 10011;  138; 7.590; 0.180; 0.423; 0.0700
5106-55833-0662;  3;21.50; 11382;  541; 8.719; 0.285;DA                ; 11460;  541; 8.490; 0.280; 0.900; 0.1660
5697-55944-0892;  1;21.97; 11679;  936; 7.391; 0.186;DA                ; 11834;  936; 7.360; 0.190; 0.353; 0.0530
5106-55833-0792;  2;21.80; 11057;  729; 8.319; 0.335;DA                ; 11112;  729; 8.090; 0.340; 0.653; 0.1820
5106-55833-0906;  4;20.97; 12190;  608; 8.613; 0.175;DA                ; 12408;  608; 8.440; 0.170; 0.870; 0.1040
5114-55883-0218;  3;21.91; 11870;  530; 8.545; 0.255;DA                ; 12061;  530; 8.350; 0.260; 0.812; 0.1590
5106-55833-0042;  2;21.25; 10644;  403; 8.656; 0.272;DA                ; 10616;  403; 8.400; 0.270; 0.842; 0.1620
4266-55486-0518;  2;21.26; 12415; 1663; 7.524; 0.328;DA                ; 12837; 1663; 7.540; 0.330; 0.416; 0.1040
5113-55924-0826;  3;21.94; 10869;  339; 8.245; 0.291;DA                ; 10898;  339; 8.010; 0.290; 0.608; 0.1500
5113-55924-0148;  1;21.85; 10980;  816; 7.760; 0.600;DA                ; 11044;  816; 7.580; 0.600; 0.424; 0.2230
4268-55483-0912;  3;21.70; 10192;  361; 8.930; 0.340;DA                ; 10149;  361; 8.650; 0.340; 0.991; 0.1870
5114-55883-0937;  3;21.93; 11441;  237; 7.980; 0.260;DA                ; 11608;  237; 7.810; 0.260; 0.522; 0.1130
5113-55924-0137;  1;21.85; 10794;  631; 8.935; 0.404;DA                ; 10775;  631; 8.720; 0.400; 1.024; 0.2090
5698-55947-0776;  2;22.13; 11630;  939; 7.816; 0.525;DA                ; 11800;  939; 7.700; 0.530; 0.476; 0.2130
5698-55947-0258;  3;21.01; 10194;  217; 7.902; 0.217;DA                ; 10158;  217; 7.640; 0.220; 0.445; 0.0820
5698-55947-0872;  4;21.21; 10810;  298; 8.165; 0.185;DA                ; 10837;  298; 7.930; 0.180; 0.565; 0.0840
5698-55947-0948;  3;21.28; 10735;   98; 7.575; 0.274;DA                ; 10753;   98; 7.370; 0.270; 0.350; 0.0850
5698-55947-0953;  2;21.29; 12361; 2091; 7.311; 0.340;DA                ; 12634; 2091; 7.330; 0.340; 0.349; 0.0980
5698-55947-0990;  4;20.65; 10621;   64; 8.363; 0.216;DA                ; 10601;   64; 8.090; 0.220; 0.652; 0.1260
4267-55484-0658;  4;21.34; 10378;   52; 7.893; 0.264;DA                ; 10348;   52; 7.640; 0.260; 0.446; 0.0980
4400-55509-0311;  5;20.80; 10443;  180; 8.345; 0.143;DA                ; 10404;  180; 8.070; 0.140; 0.640; 0.0770
4264-55506-0641;  8;20.42; 10283;   97; 8.276; 0.117;DA                ; 10241;   97; 8.000; 0.120; 0.601; 0.0650
4264-55506-0648;  3;21.58; 12683; 1079; 8.692; 0.241;DA                ; 12955; 1079; 8.540; 0.240; 0.932; 0.1360
4387-55534-0542; 13;19.70; 13207;  388; 8.037; 0.049;DA                ; 13815;  388; 7.980; 0.050; 0.598; 0.0250
4387-55534-0748;  3;21.25; 10477;  251; 8.555; 0.198;DA                ; 10436;  251; 8.270; 0.200; 0.762; 0.1230
4262-55482-0408;  3;21.12; 10618;  317; 8.200; 0.222;DA                ; 10605;  317; 7.940; 0.220; 0.570; 0.1060
4263-55484-0170;  5;21.03; 13150; 1172; 7.893; 0.114;DA                ; 13632; 1172; 7.850; 0.110; 0.533; 0.0400
4260-55478-0574;  4;21.16; 10175;  243; 8.485; 0.209;DA                ; 10127;  243; 8.200; 0.210; 0.713; 0.1260
3744-55209-0138;  6;20.53; 10613;  182; 8.487; 0.145;DA                ; 10586;  182; 8.210; 0.140; 0.718; 0.0850
4260-55478-0254;  3;21.85; 11090;  290; 8.622; 0.246;DA                ; 11120;  290; 8.390; 0.250; 0.837; 0.1520
4389-55539-0946;  3;21.38; 10093;  250; 7.685; 0.380;DA                ; 10061;  250; 7.430; 0.380; 0.365; 0.1270
4342-55531-0128;  2;22.06; 11102;  204; 8.521; 0.385;DA                ; 11142;  204; 8.280; 0.390; 0.771; 0.2270
4257-55480-0566;  6;20.51; 11957;  762; 7.606; 0.096;DA                ; 12231;  762; 7.560; 0.100; 0.421; 0.0350
4256-55477-0338;  8;20.67; 10193;  113; 8.494; 0.132;DA                ; 10146;  113; 8.210; 0.130; 0.718; 0.0790
2640-54474-0258;  1;21.54; 10753;  424; 6.040; 0.400;DA                ; 10670;  424; 5.960; 0.400; 0.170; 0.0080
2640-54806-0186;  2;20.84; 10160;  308; 8.077; 0.633;DA                ; 10118;  308; 7.810; 0.630; 0.520; 0.2860
2640-54474-0478;  1;21.56; 10533;  490; 9.216; 0.526;DA                ; 10488;  490; 9.000; 0.530; 1.165; 0.2180
2640-54474-0520;  6;20.25; 12586;  411; 7.795; 0.154;DA                ; 12973;  411; 7.750; 0.150; 0.502; 0.0550
2887-54521-0231;  4;19.86; 10241; 1010; 5.451; 0.168;DA                ; 10161; 1010; 5.220; 0.170; 0.162; 0.0420
3656-55241-0590;  8;20.34; 10295;  100; 8.262; 0.011;DA                ; 10254;  100; 7.990; 0.010; 0.595; 0.0050
3657-55244-0198; 49;15.75; 13240;   60; 8.047; 0.001;DA                ; 13852;   60; 7.990; 0.000; 0.604; 0.0000
4444-55538-0292;  2;21.84; 11327;  526; 9.134; 0.438;DA                ; 11351;  526; 8.910; 0.440; 1.124; 0.1970
4456-55537-0684;  2;21.86; 10160;  338; 8.043; 0.368;DA                ; 10118;  338; 7.780; 0.370; 0.505; 0.1620
3659-55181-0126;  3;22.00; 10985;  555; 7.610; 0.470;DA                ; 11038;  555; 7.440; 0.470; 0.373; 0.1490
4443-55539-0454;  7;20.26; 12674;  579; 8.266; 0.093;DA                ; 13031;  579; 8.160; 0.090; 0.697; 0.0520
3665-55247-0656; 19;19.45; 11214;   72; 8.372; 0.038;DA                ; 11300;   72; 8.150; 0.040; 0.688; 0.0230
4488-55571-0181;  2;21.45; 10383;  291; 8.384; 0.272;DA                ; 10342;  291; 8.100; 0.270; 0.657; 0.1500
3663-55176-0080; 51;17.63; 12370;   55; 8.211; 0.013;DA                ; 12666;   55; 8.090; 0.010; 0.656; 0.0060
3673-55178-0544;  2;21.68; 10221;  423; 8.508; 0.423;DA                ; 10174;  423; 8.220; 0.420; 0.723; 0.2350
4443-55539-0842;  6;20.63; 11767;  346; 7.710; 0.180;DA                ; 11966;  346; 7.630; 0.180; 0.449; 0.0700
3669-55481-0828;  3;21.99; 10706;  300; 8.162; 0.254;DA                ; 10713;  300; 7.920; 0.250; 0.560; 0.1190
4492-55565-0365; 13;19.55; 11828;  153; 8.220; 0.070;DA                ; 12020;  153; 8.070; 0.070; 0.643; 0.0390
3668-55478-0680;  3;21.59; 10287;  247; 8.642; 0.316;DA                ; 10242;  247; 8.360; 0.320; 0.816; 0.1900
4443-55539-0936; 22;18.90; 14305;  224; 9.003; 0.033;DA                ; 14768;  224; 8.950; 0.030; 1.144; 0.0140
3672-55484-0632;  3;21.86; 10484;  288; 8.820; 0.290;DA                ; 10439;  288; 8.570; 0.290; 0.949; 0.1640
4473-55589-0472;  2;21.77; 10397;  540; 9.009; 0.430;DA                ; 10351;  540; 8.770; 0.430; 1.051; 0.2170
3670-55480-0306;  3;21.43; 13596; 1276; 7.859; 0.182;DA                ; 14000; 1276; 7.840; 0.180; 0.529; 0.0720
4492-55565-0842;  2;22.05; 10514;  466; 7.742; 0.398;DA                ; 10497;  466; 7.500; 0.400; 0.390; 0.1340
3791-55501-0712;  3;21.53; 12726; 1717; 8.041; 0.235;DA                ; 13171; 1717; 7.950; 0.230; 0.581; 0.1050
3674-55182-0336;  5;20.68; 10200;  168; 8.700; 0.251;DA                ; 10155;  168; 8.420; 0.250; 0.854; 0.1510
4502-55569-0652;  1;22.04; 11155;  589; 8.735; 0.490;DA                ; 11190;  589; 8.510; 0.490; 0.912; 0.2750
4473-55589-0374;  6;20.45; 10876;  213; 8.430; 0.110;DA                ; 10885;  213; 8.180; 0.110; 0.705; 0.0670
3673-55178-0188;  5;21.33; 10106;  193; 9.459; 0.151;DA                ; 10065;  193; 9.170; 0.150; 1.229; 0.0500
3751-55234-0794;  3;21.30; 12307; 1659; 7.692; 0.212;DA                ; 12665; 1659; 7.660; 0.210; 0.463; 0.0720
3672-55484-0218;  2;22.06; 10923;  457; 8.183; 0.364;DA                ; 10970;  457; 7.960; 0.360; 0.581; 0.1790
4495-55566-0562;  8;20.18; 11948;  597; 7.749; 0.074;DA                ; 12190;  597; 7.680; 0.070; 0.469; 0.0260
4502-55569-0318;  3;21.70; 12381; 1179; 9.008; 0.257;DA                ; 12553; 1179; 8.810; 0.260; 1.074; 0.1270
4453-55535-0514;  2;21.27; 10537;  330; 8.185; 0.289;DA                ; 10510;  330; 7.920; 0.290; 0.559; 0.1370
4473-55589-0802;  3;20.80; 10463;  324; 8.963; 0.275;DA                ; 10416;  324; 8.730; 0.280; 1.029; 0.1470
3678-55208-0626;  7;20.44; 10379;  112; 8.304; 0.129;DA                ; 10339;  112; 8.030; 0.130; 0.618; 0.0720
3800-55486-0438;  3;21.72; 11237;  422; 7.792; 0.273;DA                ; 11341;  422; 7.630; 0.270; 0.446; 0.0990
4490-55629-0396;  1;21.86; 10592;  666; 7.736; 0.673;DA                ; 10588;  666; 7.500; 0.670; 0.391; 0.2330
4459-55533-0254;  2;21.89; 11465;  370; 7.439; 0.304;DA                ; 11546;  370; 7.370; 0.300; 0.354; 0.0930
3751-55234-0088;  3;21.46; 10555;  242; 8.718; 0.281;DA                ; 10517;  242; 8.460; 0.280; 0.881; 0.1650
3677-55205-0708;  4;21.36; 10951;  236; 8.069; 0.237;DA                ; 11019;  236; 7.860; 0.240; 0.531; 0.1080
